word,replacedWord
It is recommended that the 2nd dose of COVAXIN should be administered in the interval of 4 to 6 weeks from the date of 1st dose administration. For COVISHIELD the recommended interval is 4 to 8 weeks while an interval of 6 to 8 weeks gives an enhanced protection. You may choose the date of 2nd dose vaccination as per your convenience.,یہ تجویز کی جاتی ہے کہ پہلے خوراک انتظامیہ کی تاریخ سے 4 سے 6 ہفتوں کے وقفے میں COVAXIN کی دوسری خوراک دی جائے۔ COVISHIELD کے لئے تجویز کردہ وقفہ 4 سے 8 ہفتوں تک ہے جبکہ 6 سے 8 ہفتوں کے وقفہ سے بہتر تحفظ فراہم ہوتا ہے۔ آپ اپنی سہولت کے مطابق دوسری خوراک دینے کی تاریخ کا انتخاب کرسکتے ہیں۔
Will my 2nd dose appointment be automatically scheduled by Co-WIN system?,کیا میری دوسری خوراک کی تقرری کا تعین Co-Win سسٹم کے ذریعہ خود بخود ہوگا؟
No. You have to take an appointment for the 2nd dose vaccination. The Co-WIN system will help you book an appointment in a Vaccination Centre where the same vaccine is being administered as the vaccine type (COVAXIN or COVISHIELD) of the 1st dose.,نہیں ، آپ کو دوسری خوراک کی ویکسینیشن کے لئے اپوائنٹمنٹ لینا ہوگی۔ Co-WIN سسٹم آپ کو ایک ویکسینیشن سینٹر میں ملاقات کا وقت لینے میں مدد فراہم کرے گا جہاں ایک ہی ویکسین پہلی خوراک ویکسین کی قسم (کوواکسن یا کوویشیلڈ) کے طور پر دی جارہی ہے۔
Whom can I contact if I have some problems related to my online registration of appointment?,اگر مجھے تقرری کی آن لائن رجسٹریشن سے متعلق کچھ مسائل ہیں تو میں کس سے رابطہ کرسکتا ہوں؟
You can call on the national helpline â€˜1075â€™ for information and guidance on COVID-19 vaccination and Co-WIN software related queries.,"آپ COVID-19 ویکسی نیشن اور شریک جیت سافٹ ویئر سے متعلق سوالات کے بارے میں معلومات اور رہنمائی کے لئے قومی ہیلپ لائن ""1075"" پر کال کرسکتے ہیں۔"
Scheduling Appointment,شیڈول ملاقات (Scheduling Appointment)
Can I book an appointment for vaccination in the Co-WIN portal?,کیا میں  Co-WIN پورٹل میں ویکسینیشن کے لئے ملاقات کا اندراج کروا سکتا ہوں؟
"Yes, you can book appointment for vaccination through Co-WIN portal after logging-in to the Co-WIN Portal through your registered mobile number. The system will show vaccination centres that allow vaccination as per the age of the citizen entered in the registration portal.",ہاں ، آپ اپنے رجسٹرڈ موبائل نمبر کے ذریعے Co-WIN پورٹل میں لاگ ان کرنے کے بعد کو ون پورٹل کے ذریعہ ویکسینیشن کے لئے اپائنٹمنٹ بک کرسکتے ہیں۔ یہ نظام ویکسینیشن سینٹر دکھائے گا جو رجسٹریشن پورٹل میں رجسٹرڈ شہری کی عمر کے مطابق ویکسینیشن کی اجازت دیتا ہے۔
What are the options if one citizen is aged 45 or above and other is aged 18 or above?,اگر ایک شہری کی عمر 45 یا اس سے زیادہ ہے اور دوسرا 18 سال یا اس سے زیادہ ہے تو پھر آپشن کیا ہیں؟
"If one citizen is aged 45 or above and other citizen is aged 18 to 44 years and both want to schedule a combined appointment, then only private paid vaccination centres or vaccination centres as per StateÃ¢â‚¬â„¢s policy will be made available. However, it may happen that some hospitals which are catering to people with 45 years or more may not allow the booking of appointments for people with lesser age. In that case you may make bookings one by one.",اگر ایک شہری کی عمر 45 سال یا اس سے زیادہ ہے اور دوسرے شہری کی عمر 18 سے 44 سال ہے اور وہ دونوں مشترکہ ملاقات کا شیڈول بنانا چاہتے ہیں تو صرف نجی تنخواہ لینے والے ویکسینیشن مراکز یا ویکسینیشن مراکز ریاست کی پالیسی کے مطابق بنائے جائیں گے۔ دستیاب. تاہم ، یہ ہوسکتا ہے کہ کچھ اسپتال جو 45 سال یا اس سے زیادہ عمر کے لوگوں کی دیکھ بھال کر رہے ہوں وہ کم عمر والے لوگوں کے لئے تقرری کی بکنگ کی اجازت نہیں دے سکتے ہیں۔ اس صورت میں آپ ایک ایک کر کے بکنگ کرسکتے ہیں۔
Can I check the vaccine being administered at each vaccination centre?,کیا میں ہر ویکسینیشن سینٹر میں دی جانے والی ویکسین کی جانچ کرسکتا ہوں؟
"Yes, while scheduling an appointment for vaccination, the system will show vaccination centre names along with the name of the vaccine that will be administered in case of private hospitals. Government hospitals may not show the name of the vaccine.",ہاں ، جب ویکسینیشن کے لئے کسی (appointment )ملاقات کا شیڈول مرتب ہوتا ہے تو ، یہ نظام ویکسین کے نام کے ساتھ ساتھ ویکسینیشن سینٹر کا نام بھی دکھائے گا جو نجی اسپتالوں کے معاملے میں چلایا جائے گا۔ سرکاری اسپتال ویکسین کا نام نہیں دکھا سکتے۔
Can I download appointment slip?,کیا میں ملاقات(Appointment) پرچی ڈاؤن لوڈ کر سکتا ہوں؟
"Yes, the appointment slip can be downloaded after the appointment has been scheduled.",ہاں ، تقرری (appointment ) شیڈول کے بعد تقرری (appointment ) کی پرچی ڈاؤن لوڈ کی جاسکتی ہے۔
How can I find the nearest vaccination centre?,میں قریب ترین ویکسی نیشن سینٹر کیسے تلاش کرسکتا ہوں؟
You can search in Co-WIN portal (or Aarogya Setu) for the vaccination centre nearest to your location by either searching through PIN code or by choosing the State and the District.,آپ Co-WIN (یا اروگیا سیٹو) میں پن کوڈ کے ذریعے اپنے مقام کے قریب ترین ایک ویکسی نیشن سینٹر تلاش کرسکتے ہیں یا ریاست اور ضلع کا انتخاب کرسکتے ہیں۔
Can I reschedule my appointment?,کیا میں اپنی تقرری (appointment) کا نظام الاوقات (reschedule ) مقرر کرسکتا ہوں؟
"The appointment can be rescheduled at any time. In case you are not able to go for vaccination on the date of appointment, you can reschedule the appointment by clicking on â€œRescheduleâ€ tab.",کیا میں اپنی تقرری کو دوبارہ ترتیب دے سکتا ہوں؟
Do I have an option for cancellation of appointment?,کسی بھی وقت Appointment کا وقت مقرر کیا جاسکتا ہے۔ اگر آپ Appointment کی تاریخ پر ویکسینیشن کے لئے جانے کے قابل نہیں ہیں تو ، آپ دوبارہ شیڈیول ٹیب پر کلک کرکے تقرری کا نظام الاوقات مرتب کرسکتے ہیں۔
"Yes, you can cancel an appointment already scheduled. You can also reschedule the appointment and choose another date or time slot of your convenience.",کیا میرے پاس تقرری منسوخی کا آپشن ہے؟
Where will I receive confirmation of date and time of vaccination?,ہاں ، آپ پہلے سے طے شدہ Appointment کو منسوخ کرسکتے ہیں۔ آپ ملاقات کا وقت بھی ترتیب دے سکتے ہیں اور اپنی سہولت کی کوئی اور تاریخ یا وقت کا انتخاب کرسکتے ہیں۔
"Once an appointment is scheduled, you will receive the details of the vaccination centre, date and time slot chosen for appointment in an SMS sent to your registered mobile number. You can also download the appointment slip and print it or keep it on your smart phone.",مجھے ٹیکے لگانے کی تاریخ اور وقت کا پتا  کہاں ملے گی؟
Can I get vaccination without appointment?,ایک مرتبہ Appointment کا وقت طے ہوجانے کے بعد ، آپ کو اپنے رجسٹرڈ موبائل نمبر پر بھیجے گئے ایس ایم ایس میں Appointment کے لئے منتخب کردہ ویکسینیشن سینٹر ، تاریخ اور وقت کی سلاٹ کی تفصیلات موصول ہوں گی۔ آپ تقرری کی پرچی بھی ڈاؤن لوڈ کرسکتے ہیں اور اسے پرنٹ کرسکتے ہیں یا اپنے سمارٹ فون پر رکھ سکتے ہیں۔
"Citizens aged 45 years and above can schedule appointments online or walk-in to vaccination centres. Citizens aged 18-44 years should mandatorily register themselves and schedule appointment online before vaccination. However, all citizens are recommended to register online and schedule vaccination in advance for a hassle-free vaccination experience.",کیا مجھے Appointment کے بغیر ویکسینیشن مل سکتی ہے؟
Citizens aged 18-44 years should mandatorily register themselves and schedule appointment online before vaccination,45 سال یا اس سے زیادہ عمر کے شہری ویکسی نیشن مراکز میں آن لائن تقرریوں کا وقت طے کرسکتے ہیں۔ 18 سے 44 سال کے شہریوں کو لازمی طور پر اپنا اندراج کروانا چاہئے اور ویکسینیشن سے پہلے آن لائن ملاقات کا شیڈول بنانا چاہئے۔ تاہم ، تمام شہریوں کو مشورہ دیا جاتا ہے کہ وہ کسی پریشانی سے پاک ویکسی نیشن کے تجربے کےلئے  آن لائن رجسٹریشن کروائیں اور قبل از وقت ویکسینیشن شیڈول کریں۔
"However, all citizens are recommended to register online and schedule vaccination in advance for a hassle-free vaccination experience.",18 سے 44 سال کے شہریوں کو لازمی طور پر اپنا اندراج کروانا چاہئے اور ویکسینیشن سے پہلے آن لائن ملاقات کا شیڈول بنانا چاہئے
Ministry of Health and Family Welfare,تاہم ، تمام شہریوں کو مشورہ دیا جاتا ہے کہ وہ کسی پریشانی سے پاک ویکسی نیشن کے تجربے کے لئے آن لائن رجسٹریشن کروائیں اور قبل از وقت ویکسینیشن شیڈول کریں۔
Register/ Sign In yourself,وزارت صحت و خاندانی بہبود
Check your nearest vaccination center and slots availability,خود کو Register/ Sign In کریں
Search,اپنے قریبی ویکسی نیشن سینٹر اور سلاٹس کی دستیابی کو چیک کریں
View full report,تلاش کریں
How it Works,پوری رپورٹ دیکھیں
Choose Vaccine LocationSelect your nearby Vaccine Center for vaccination,یہ کیسے کام کرتا ہے
Confirm your SlotBook your slot to Get Vaccine,اپنے سلاٹ کی تصدیق کریں ، ویکسین لینے کے لئے  اپنے سلاٹ کو بک کروائیں
Any Question? Please follow our Frequently asked questions (FAQ),اپنے سلاٹ کی تصدیق کریں ، ویکسین لینے کے لئے  اپنے سلاٹ کو بک کروائیں
Know how to book your appointment Dos and Don'ts,کوئی سوال؟ براہ کرم ہمارے اکثر پوچھے گئے سوالات (FAQ) کی پیروی کریں
Know how to book your appointment,"اپائنٹمنٹ بک کرنے کا طریقہ جانیں,  کیا اور کیا نہیں"
Dos and Don'ts,اپائنٹمنٹ بک کرنے کا طریقہ جانیں
Our Partners,کیا اور کیا نہیں
Co-WIN Support Desk- We're online  Send Transcriptions  End Chat,ہمارے شراکت دار
Co-WIN Support Desk- We're online,COWin سپورٹ ڈیسک- ہم آن لائن ہیں.   ترجمے اختتامی چیٹ بھیجیں
Send Transcriptions  End Chat,COWin سپورٹ ڈیسک- ہم آن لائن ہیں
Send Transcriptions  End Chat,ترجمے اختتامی چیٹ بھیجیں
Start Chat,ترجمے اختتامی چیٹ بھیجیں
"Monday, 1:27 PMWelcome to CoWin Helpdesk, if you need help simply reply to this message, we are online and ready to help.",چیٹ شروع کریں
"Monday, 1:27 PM","پیر ، 1: 27 بجے,    CoWin ہیلپ ڈیسک میں خوش آمدید ، اگر آپ کو اس پیغام کا جواب دینے میں مدد کی ضرورت ہو تو ، ہم آن لائن ہیں اور مدد کرنے کے لئے تیار ہیں۔"
"Welcome to CoWin Helpdesk, if you need help simply reply to this message, we are online and ready to help.",پیر ، 1: 27 بجے
This chat session has ended,CoWin ہیلپ ڈیسک میں خوش آمدید ، اگر آپ کو اس پیغام کا جواب دینے میں مدد کی ضرورت ہو تو ، ہم آن لائن ہیں اور مدد کرنے کے لئے تیار ہیں۔
Tot,یہ چیٹ سیشن ختم ہوچکا ہے
Tot Vaccination Doses,کل
Dose-1 Vaccinations,کل ویکسینیشن خوراک
Dose-2 Vaccinations,خوراک -1 ویکسینیشن
Tot Vaccinated - Male,خوراک -2 ویکسینیشن
Tot Vaccinated - Female,کل ویکسینیٹ - مرد
Male,مرد
Female,عورت
Register using your Mobile no. or Aadhaar no. or any other Identity docs.,اپنا موبائل نمبر استعمال کرکے رجسٹر کریں۔ یا آدھار نمبر یا شناخت کے دیگر دستاویزات۔
Select your nearby Vaccine Center for vaccination,ویکسینیشن کے لئے  اپنے قریبی ویکسین سنٹر کا انتخاب کریں
Book your slot to Get Vaccine,ویکسین حاصل کرنے کے لئے اپنی سلاٹ بک کروائیں
Please follow our Frequently asked questions (FAQ),براہ کرم ہمارے اکثر پوچھے گئے سوالات (FAQ) کی پیروی کریں
How it Works,یہ کیسے کام کرتا ہے
Our Partners,ہمارے شراکت دار
Check your nearest vaccination center and slots availability,اپنے قریبی ویکسی نیشن سینٹر اور سلاٹس کی دستیابی کو چیک کریں
Register Yourself,خود کو Register کروائیں
Choose Vaccine Location,ویکسین مقام منتخب کریں
Confirm your Slot,اپنے سلاٹ کو confirm کریں
Any Question?,کوئی سوال؟
This chat session has ended,یہ چیٹ سیشن ختم ہوچکا ہے
Ministry of Health and Family Welfare,وزارت صحت و خاندانی بہبود
FAQ,FAQ
Dashboard,ڈیش بورڈ
Open APIs,APIs کھولیں 
Department Login,ڈیپارٹمنٹ لاگ ان
Vaccinator,ویکسینیٹر
Verify Certificate,سرٹیفکیٹ کی تصدیق کریں
Register/ Sign In yourself,خود کو Login/Signup کریں
Register/ Sign In yourself,خود کو Login/Signup کریں
View full report Ã‚Â»,مکمل رپورٹ دیکھیں Ã‚Â »
Frequently asked questions (FAQ),اکثر پوچھے گئے سوالات (FAQ)
Know how to book your appointment,اپنی Appointment کو بک کرنے  کا طریقہ جانیں
Dos and Don'ts,کیا اور کیا نہیں
Send Transcriptions,نقلیں بھیجیں
End Chat,Chat ختم کریں
FAQ,FAQ
Dashboard,ڈیش بورڈ
Open APIs,APIs کھولیں 
Department Login,ڈیپارٹمنٹ لاگ ان
Vaccinator,ویکسینیٹر
Verify Certificate,سرٹیفکیٹ کی تصدیق کریں
Register/ Sign In yourself,خود کو Login/Signup کریں
FAQ Dashboard Open APIs  Department Login  Vaccinator  Verify Certificate,"FAQ ڈیش بورڈ کھولیں APIs,  محکمہ لاگ ان ویکسینیٹر تصدیق شدہ سرٹیفکیٹ"
Register/ Sign In yourself,خود کو Login/Signup کریں
Please follow our,ہماری پیروی کریں
Frequently asked questions,اکثر پوچھے گئے سوالات
Enter your PIN,اپنا PIN درج کریں
You can contact on any of the following details,آپ درج ذیل میں سے کسی ایک پر بھی رابطہ کرسکتے ہیں
Helpline Number,ہیلپ لائن نمبر
Technical Helpline Number,ٹیکنیکل ہیلپ لائن نمبر
Helpline Email Id,ہیلپ لائن Email Id 
"You may also contact the Vaccination Centre where you took vaccination, for advice.",مشورے کے لئے ، آپ ویکسینیشن سینٹر سے بھی رابطہ کرسکتے ہیں جہاں آپ نے ویکسین لئے تھے۔
Toll free,ٹول فری
