word,replacedWord
"If one citizen is aged 45 or above and other citizen is aged 18 to 44 years and both want to schedule a combined appointment, then only private paid vaccination centres or vaccination centres as per Stateâ€™s policy will be made available. However, it may happen that some hospitals which are catering to people with 45 years or more may not allow the booking of appointments for people with lesser age. In that case you may make bookings one by one.",45 വയസ്സിനു മുകളിൽ പ്രായമുള്ള ഒരു വ്യക്തിയും 18 വയസ്സിനു മുകളിൽ പ്രായമുള്ള മറ്റൊരു വ്യക്തിയും ഒരുമിച്ച് അപ്പോയ്ന്റ്മെന്റ് ഷെഡ്യൂൾ ചെയ്യാൻ ആഗ്രഹിക്കുന്നു എങ്കിൽ  സ്വകാര്യ വാക്‌സിനേഷൻ കേന്ദ്രങ്ങളിലെ പണം കൊടുത്തുള്ള വാക്‌സിനോ സംസ്ഥാന സർക്കാരിന്റെ നയം അനുസരിച്ചുള്ള മറ്റു വാക്‌സിനേഷൻ കേന്ദ്രങ്ങളോ മാത്രമേ തിരഞ്ഞെടുക്കാൻ കഴിയു. പക്ഷെ 45 വയസ്സിനു മുകളിൽ പ്രായമുള്ളവർക്ക് വേണ്ടി മാത്രം വാക്‌സിൻ കൊടുക്കുന്ന സ്വകാര്യ സ്ഥാപനങ്ങൾ 18 വയസ്സിനു മുകളിൽ പ്രായമുള്ളവർ അനുവദിക്കാൻ സാധ്യത ഇല്ല . ഇത്തരം സന്ദർഭങ്ങളിൽ നിങ്ങൾക് ഒന്നിന് പുറകെ ഒന്നായി വാക്‌സിൻ ബുക്ക് ചെയ്യാവുന്നതാണ്. 
Can I check the vaccine being administered at each vaccination centre?,ഓരോ വാക്സിനേഷൻ കേന്ദ്രത്തിലും വാക്സിൻ നൽകുന്നത് എനിക്ക് പരിശോധിക്കാമോ?
"Yes, while scheduling an appointment for vaccination, the system will show vaccination centre names along with the name of the vaccine that will be administered in case of private hospitals. Government hospitals may not show the name of the vaccine.","അതെ, വാക്സിനേഷനു വേണ്ടി ഒരു അപ്പോയിന്റ്മെന്റ് ഷെഡ്യൂൾ ചെയ്യുമ്പോൾ, സ്വകാര്യ ആശുപത്രികളുടെ കാര്യത്തിൽ വാക്സിനേഷൻ സെന്ററിന്റെ പേരിനൊപ്പം  നൽകപ്പെടുന്ന  വാക്‌സിന്റെ പേരുകളും  കാണിക്കും. എന്നാൽ സർക്കാർ ആശുപത്രികൾ വാക്സിനുകളുടെ പേര് കാണിച്ചേക്കില്ല."
Can I download appointment slip?,എനിക്ക് അപ്പോയിന്റ്മെന്റ് സ്ലിപ്പ്  ഡൗൺലോഡ് ചെയ്യാൻ കഴിയുമോ?
"Yes, the appointment slip can be downloaded after the appointment has been scheduled.","അതെ, അപ്പോയിന്റ്മെന്റ് ഷെഡ്യൂൾ ചെയ്ത ശേഷം അപ്പോയിന്റ്മെന്റ് സ്ലിപ്പ് ഡൗൺലോഡ് ചെയ്യാൻ കഴിയും."
How can I find the nearest vaccination centre?,എനിക്ക് എങ്ങനെ ഏറ്റവും അടുത്തുള്ള വാക്സിനേഷൻ കേന്ദ്രം കണ്ടെത്താനാകും?
Search by PIN,പിൻ കോഡ് ഉപയോഗിച്ച് തിരയുക 
Search by District,ജില്ല ഉപയോഗിച്ച് തിരയുക 
You can search in Co-WIN portal (or Aarogya Setu) for the vaccination centre nearest to your location by either searching through PIN code or by choosing the State and the District.,പിൻ കോഡിലൂടെയോ  അല്ലെങ്കിൽ സംസ്ഥാനത്തെയും ജില്ലയെയും തിരഞ്ഞെടുത്തു കൊണ്ടോ  നിങ്ങളുടെ സ്ഥലത്തിന് ഏറ്റവും അടുത്തുള്ള വാക്സിനേഷൻ സെന്ററിനായി കോ-വിൻ പോർട്ടലിൽ (അല്ലെങ്കിൽ ആരോഗ്യ സേതു ) തിരയാവുന്നതാണ് 
Can I reschedule my appointment?,എനിക്ക് എന്റെ അപ്പോയ്ന്റ്മെന്റ്  വീണ്ടും ഷെഡ്യൂൾ ചെയ്യാൻ കഴിയുമോ?
"The appointment can be rescheduled at any time. In case you are not able to go for vaccination on the date of appointment, you can reschedule the appointment by clicking on Ã¢â‚¬Å“RescheduleÃ¢â‚¬Â tab.","അപ്പോയിന്റ്മെന്റ് എപ്പോൾ വേണമെങ്കിലും മാറ്റി വീണ്ടും ഷെഡ്യൂൾ ചെയ്യാം. അപ്പോയിന്റ്മെന്റ് തീയതിയിൽ നിങ്ങൾക്ക് വാക്സിനേഷനായി പോകാൻ കഴിയുന്നില്ലെങ്കിൽ, 'Reschedule' ടാബിൽ ക്ലിക്കുചെയ്ത് നിങ്ങൾക്ക് അപ്പോയിന്റ്മെന്റ് മാറ്റി നിശ്ചയിക്കാവുന്നതാണ് ."
Do I have an option for cancellation of appointment?, എനിക്ക് അപ്പോയിന്റ്മെന്റ് റദ്ദാക്കാൻ സാധിക്കുമോ ?
What if I cannot go for vaccination on the date of appointment,നിശ്ചയിച്ച തീയതിയിൽ എനിക്ക് വാക്സിനേഷന് പോകാൻ സാധിച്ചില്ലെങ്കിൽ എന്തുചെയ്യും?
"Yes, you can cancel an appointment already scheduled. You can also reschedule the appointment and choose another date or time slot of your convenience.",അതെ. നിശ്ചയിച്ച തീയതിയിലെ അപ്പോയ്ന്റ്മെന്റ് നിങ്ങൾക്ക് റദ്ദാക്കാനാകും. പിന്നീട്  നിങ്ങൾക്ക് സൗകര്യമുള്ള മറ്റൊരു തിയതിയും സമയവും വീണ്ടും ഷെഡ്യൂൾ ചെയ്യാവുന്നതാണ് .
Where will I receive confirmation of date and time of vaccination?,എന്റെ പ്രതിരോധ കുത്തിവയ്പ്പിന്റെ തീയതിയെയും  സമയത്തെയും കുറിച്ചുള്ള സ്ഥിരീകരണം എനിക്ക് എവിടെ നിന്ന് ലഭിക്കും?
"Once an appointment is scheduled, you will receive the details of the vaccination centre, date and time slot chosen for appointment in an SMS sent to your registered mobile number. You can also download the appointment slip and print it or keep it on your smart phone.","ഒരു അപ്പോയിന്റ്മെന്റ് ഷെഡ്യൂൾ ചെയ്തുകഴിഞ്ഞാൽ, നിങ്ങളുടെ രജിസ്റ്റർ ചെയ്ത മൊബൈൽ നമ്പറിലേക്ക് വാക്സിനേഷൻ സെന്റർ, തീയതി, സമയ ക്രമം എന്നിവയുടെ വിശദാംശങ്ങൾ SMS ആയി ലഭിക്കും. നിങ്ങൾക്ക് അപ്പോയിന്റ്മെന്റ് സ്ലിപ്പ്  ഡൗൺലോഡ് ചെയ്ത് പ്രിന്റു എടുക്കുകയോ അല്ലെങ്കിൽ നിങ്ങളുടെ സ്മാർട്ട് ഫോണിൽ സൂക്ഷിക്കുകയോ ചെയ്യാം."
Can I get vaccination without appointment?,അപ്പോയ്ന്റ്മെന്റ്  എടുക്കാതെ എനിക്ക് വാക്സിനേഷൻ ലഭിക്കുമോ?
Citizens aged 45 years and above can schedule appointments online or walk-in to vaccination centres., 45 വയസ്സിനു മുകളിൽ പ്രായമുള്ള വ്യക്തികൾക്ക് പ്രധിരോധ കുത്തിവെയ്പ്പിനായി മുൻകൂട്ടി ബുക്ക് ചെയ്യുകയോ അല്ലെങ്കിൽ വാക്‌സിനേഷൻ കേന്ദ്രങ്ങളിൽ നേരിട്ടെത്തിയോ ബുക്ക് ചെയ്യാവുന്നതാണ് 
"Citizens aged 18-44 years should mandatorily register themselves and schedule appointment online before vaccination.However, all citizens are recommended to register online and schedule vaccination in advance for a hassle-free vaccination experience.",18-44 വയസ് പ്രായമുള്ള പൗരന്മാർ നിർബന്ധമായും സ്വയം രജിസ്റ്റർ ചെയ്യുകയും വാക്സിനേഷന് മുമ്പായി ഓൺലൈനിൽ അപ്പോയിന്റ്മെന്റ് ഷെഡ്യൂൾ ചെയ്യുകയും വേണം. എന്നിരുന്നാലും എല്ലാ പൗരന്മാരും ഓൺലൈൻ രജിസ്റ്റർ ചെയ്ത് വാക്‌സിനേഷൻ ഷെഡ്യൂൾ ചെയ്ത ശേഷം വാക്‌സിനേഷൻ കേന്ദ്രങ്ങളിൽ എത്തിയാൽ എല്ലാ പൗരന്മാർക്കും തടസ്സമില്ലാതെ  വാക്‌സിൻ എടുക്കാൻ സാധിക്കുന്നു. 
Can I check the price of the vaccine?,എനിക്ക് വാക്സിന്റെ വില പരിശോധിക്കാന്‍ സാധിക്കുമോ?
Yes. The System will show the price of the vaccine below the name of the vaccination centre at the time of scheduling an appointment.,"അതെ. വാക്സിനേഷന്റെ സ്ഥലവും സമയവും മുന്‍കൂട്ടി നിശ്ചിതപ്പെടുത്തുന്ന സമയത്ത്, പ്രതിരോധ കുത്തിവയ്പ്പ് കേന്ദ്രത്തിന്റെ പേരിന് ചുവടെ, വാക്സിനുകളുടെ വില കാണിക്കും."
Can I choose the vaccine?, എനിക്ക് വാക്സിൻ തിരഞ്ഞെടുക്കാന്‍ സാധിക്കുമോ?
"System will show the vaccine being administered in each vaccination centre at the time of scheduling an appointment. Citizen can choose the vaccination centre as per their choice of vaccine being administered However, the choice will not be available at the Government facilities .","വാക്സിനേഷന്റെ സ്ഥലവും സമയവും മുന്‍കൂട്ടി നിശ്ചിതപ്പെടുത്തുന്ന സമയത്ത്, ഓരോ പ്രതിരോധ കുത്തിവയ്പ്പ് കേന്ദ്രത്തിലും നൽകുന്ന വാക്സിൻ ഏതാണെന്ന് കാണാന്‍ സാധിക്കും. വാക്സിൻ തിരഞ്ഞെടുക്കുന്നതിനനുസരിച്ച്, ഒരാളിന് പ്രതിരോധ കുത്തിവയ്പ്പ് കേന്ദ്രം തിരഞ്ഞെടുക്കാം. എന്നിരുന്നാലും, തിരഞ്ഞെടുപ്പ് സർക്കാർ സംവിധാനങ്ങളിൽ ഇങ്ങിനെ തെരഞ്ഞെടുക്കാനുള്ള സൗകര്യം ലഭ്യമാകില്ല."
What precautions should I take at the time of 2nd dose vaccination?,രണ്ടാം തവണത്തെ വാക്സിനേഷൻ സമയത്ത് ഞാൻ എന്തൊക്കെ മുൻകരുതലുകൾ എടുക്കണം?
"The Vaccination Centres have been directed to ensure that if a citizen is being vaccinated with 2nd dose, they should confirm that the first dose vaccination was done with the same vaccine as is being offered at the time of second dose and that the first dose was administered more than 28 days ago. You should share the correct information about the vaccine type and the date of 1st dose vaccination with the vaccinator. You should carry your vaccine certificate issued after the first dose."," ഒരു പൗരന് രണ്ടാമത് തവണത്തെ വാക്സിനേഷനാണ് നൽകുന്നതെങ്കിൽ, ആദ്യ തവണ നല്‍കിയ അതേ വാക്സിന്‍ തന്നെയാണ്, രണ്ടാമതും നല്‍കുന്നതെന്നും, രണ്ടാമത് തവണത്തെ വാക്സിന്‍ നല്‍കുമ്പോള്‍, ആദ്യ തവണത്തേത് നല്‍കി 28 ദിവസത്തിൽ കൂടുതൽ ആയിട്ടുണ്ടെന്ന് സ്ഥിരീകരിച്ച് ഉറപ്പാക്കണമെന്നും വാക്സിനേഷൻ കേന്ദ്രങ്ങൾക്ക് നിർദ്ദേശം നൽകിയിട്ടുണ്ട്. ആദ്യ തവണ നല്‍കിയ വാക്സിൻ തരത്തെക്കുറിച്ചുള്ള കൃത്യമായ വിവരങ്ങളും അത് നല്‍കിയ തീയതിയും, പ്രതിരോധ കുത്തിവയ്പ്പ് നടത്തുന്നയാളുമായി, നിങ്ങൾ പങ്കിടണം. ആദ്യ തവണത്തെ വാക്സിനേഷന് ശേഷം, ലഭിച്ച വാക്സിൻ സർട്ടിഫിക്കറ്റ് നിങ്ങൾ കൊണ്ട്  വരണം."
Can I get vaccinated with 2nd dose in a different State/District?,"രണ്ടാം തവണത്തെ വാക്സിനേഷൻ, മറ്റൊരു സംസ്ഥാനത്തോ/ജില്ലയിലോ, എനിക്ക്  എടുക്കാമോ?"
"Yes, you can get vaccinated in any State/District. The only restriction is that you will be able to get vaccinated only on those centres which are offering the same vaccine as was administered to you on your first dose.","അതെ, നിങ്ങൾക്ക് ഏത് സംസ്ഥാനത്തും / ജില്ലയിലും വാക്സിനേഷൻ എടുക്കാം.  ആദ്യ തവണ നിങ്ങൾക്ക് നൽകിയ അതേ വാക്സിന്‍ നല്‍കുന്ന കേന്ദ്രങ്ങളിൽ മാത്രമേ നിങ്ങൾക്ക് വാക്സിനേഷൻ എടുക്കാൻ കഴിയും എന്നത് മാത്രമാണ് ഏക നിയന്ത്രണം."
Which documents should I carry with me for vaccination?,"വാക്സിനേഷന് പോകുമ്പോള്‍, ഏതൊക്കെ രേഖകളാണ് ഞാൻ കൊണ്ടുപോകേണ്ടത്?"
You should carry your identity proof specified by you at the time of registration on the Co-WIN portal and a printout/screenshot of your appointment slip.,"കോ-വിൻ പോർട്ടലിൽ രജിസ്ട്രേഷൻ നടത്തിയ സമയത്ത് നിങ്ങൾ വ്യക്തമാക്കിയ തിരിച്ചറിയല്‍ രേഖ നിങ്ങൾ വഹിക്കണം, ഒപ്പം, നിങ്ങള്‍ക്ക് സമയവും സ്ഥലവും നിശ്ചയിച്ച് കിട്ടിയ രേഖയുടെ പകർപ്പ് / സ്ക്രീനിലുള്ള ചിത്രം. "
"I have registered myself on Co-Win portal. However, I am not able to make any booking as I do not see any vaccination facility near my location?","കോ-വിൻ പോർട്ടലിൽ ഞാൻ സ്വയം രജിസ്റ്റർ ചെയ്തു.  എന്നിരുന്നാലും, എന്റെ സ്ഥലത്തിന് സമീപം ഒരു വാക്സിനേഷൻ സൗകര്യവും കാണാത്തതിനാൽ, മുന്‍കൂട്ടി വാക്സിനേഷന്‍ സമയവും സ്ഥലവും തീരുമാനിക്കാന്‍ എനിക്ക് കഴിഞ്ഞില്ല. ഞാന്‍ എന്ത് ചെയ്യണം?  "
"What should I do?  Yes, it is possible that no facility near your place has published their vaccination program as yet. You may wait for some time till vaccination facilities near your place are onboarded on Co-Win platform, become active and start their services.","അതെ, നിങ്ങളുടെ സ്ഥലത്തിന് സമീപമുള്ള ഇടത്ത്, അവരുടെ വാക്സിനേഷൻ പരിപാടി ഇതുവരെ തീരുമാനിച്ചിരിക്കാന്‍ സാധ്യതയില്ല. നിങ്ങളുടെ സ്ഥലത്തിന് സമീപമുള്ള ഇടങ്ങളിലെ വാക്സിനേഷൻ സൗകര്യങ്ങൾ, കോ-വിൻ പോര്‍ട്ടലില്‍ പ്രസിദ്ധീകരിച്ച് അവ സജീവമാവുകയും അവരുടെ സേവനങ്ങൾ ആരംഭിക്കുകയും ചെയ്യുന്നത് വരെ, നിങ്ങൾക്ക് കുറച്ച് സമയം കൂടി കാത്തിരിക്കാം. "
C. 2nd dose scheduling,സി. രണ്ടാം തവണയുടെ ആസൂത്രണം 
Is it necessary to take 2nd dose of vaccination?,വാക്സിനേഷന്റെ രണ്ടാമത് തവണ എടുക്കേണ്ടത് ആവശ്യമാണോ?
Yes. It is recommended that both doses of vaccine should be taken for realising the full benefit of vaccination. Both doses must be of the same vaccine type.,"അതെ. വാക്സിനേഷന്റെ മുഴുവൻ ഫലവും ലഭിക്കുന്നതിന്,  രണ്ട് തവണകളും എടുക്കണമെന്ന് ശുപാർശ ചെയ്യുന്നു. രണ്ട് തവണകളും ഒരേ തരത്തിലുള്ള വാക്സിൻ ആയിരിക്കണം."
It is recommended that the 2nd dose of COVAXIN should be administered in the interval of 4 to 6 weeks from the date of 1st dose administration. For COVISHIELD the recommended interval is 4 to 8 weeks while an interval of 6 to 8 weeks gives an enhanced protection. You may choose the date of 2nd dose vaccination as per your convenience.,"കോവാക്സിന്റെ രണ്ടാമത്തെ തവണ, ആദ്യ തവണ എടുത്ത് 4മുതൽ 6ആഴ്ച വരെയുള്ള  ഇടവേളയിൽ നൽകണമെന്ന് ശുപാർശ ചെയ്യുന്നു. കോവിഷീല്‍ഡിനായി ശുപാർശ ചെയ്യുന്ന ഇടവേള 4മുതൽ 8ആഴ്ച വരെയാണ്, എങ്കിലും, 6മുതൽ 8ആഴ്ചവരെയുള്ള  ഇടവേള ഒരു മെച്ചപ്പെട്ട പരിരക്ഷ നൽകുന്നു. നിങ്ങളുടെ സൗകര്യത്തിന് അനുസരിച്ച്.  നിങ്ങൾക്ക് വാക്സിനേഷന്റെ രണ്ടാമത് തവണയുടെ തീയതി തിരഞ്ഞെടുക്കാം."
Will my 2nd dose appointment be automatically scheduled by Co-WIN system?,"എന്റെ രണ്ടാമത്തെ തവണയുടെ തീയതിയും സമയവും, കോ-വിൻ പോര്‍ട്ടല്‍, സ്വപ്രേരിതമായി ചെയ്യുമോ?"
No. You have to take an appointment for the 2nd dose vaccination. The Co-WIN system will help you book an appointment in a Vaccination Centre where the same vaccine is being administered as the vaccine type (COVAXIN or COVISHIELD) of the 1st dose.,"ഇല്ല. രണ്ടാമത്തെ തവണയുടെ വാക്സിനേഷനായി നിങ്ങൾ മുന്‍കൂട്ടി സമയവും സ്ഥലവും തെരഞ്ഞെടുക്കണം. അതിനായി, നിങ്ങള്‍ എടുത്ത ആദ്യ തവണത്തെ വാക്സിൻ തരം (കോവാക്സിന്‍ അല്ലെങ്കിൽ കോവിഷീല്‍ഡ്), രണ്ടാമത് തവണയിലും നിങ്ങള്‍ക്ക് ലഭിക്കുന്ന തരത്തില്‍, കുത്തിവയ്പ്പ് കേന്ദ്രം തെരഞ്ഞെടുക്കാന്‍ കോ-വിൻ സംവിധാനം നിങ്ങളെ സഹായിക്കും. "
Whom can I contact if I have some problems related to my online registration of appointment?,"ഓൺലൈനായി സ്ഥലവും സമയവും മുന്‍കൂട്ടി നിശ്ചയിക്കുന്ന സമയത്ത്,  അതുമായി ബന്ധപ്പെട്ട ചില പ്രശ്നങ്ങൾ ഉണ്ടായാല്‍, എനിക്ക് ആരെയാണ് ബന്ധപ്പെടാൻ കഴിയുക?"
You can call on the national helpline â€˜1075â€™ for information and guidance on COVID-19 vaccination and Co-WIN software related queries.,"കോവിഡ് -19 വാക്സിനേഷനെക്കുറിച്ചുള്ള വിവരങ്ങൾക്കും മാർഗ്ഗനിർദ്ദേശത്തിനും, ഒപ്പം,   കോ-വിൻ സോഫ്റ്റ്‌വെയറുമായി ബന്ധപ്പെട്ട അന്വേഷണങ്ങൾക്കും, നിങ്ങൾക്ക് ദേശീയ ഹെൽപ്‌ലൈനായ '1075’ ല്‍ വിളിക്കാം."
Scheduling Appointment,സ്ഥലവും സമയവും മുന്‍കൂട്ടി ആസൂത്രണം ചെയ്യല്‍ 
Can I book an appointment for vaccination in the Co-WIN portal?,കോ-വിൻ പോർട്ടലിൽ വാക്സിനേഷന് വേണ്ടി സ്ഥലവും സമയവും എനിക്ക് മുന്‍കൂട്ടി തീരുമാനിക്കാമോ? 
"Yes, you can book appointment for vaccination through Co-WIN portal after logging-in to the Co-WIN Portal through your registered mobile number. The system will show vaccination centres that allow vaccination as per the age of the citizen entered in the registration portal.","അതെ, നിങ്ങള്‍ രജിസ്റ്റർ ചെയ്ത മൊബൈൽ നമ്പർ വഴി കോ-വിൻ പോർട്ടലില്‍ പ്രവേശിച്ച ശേഷം, കോ-വിൻ പോർട്ടലിലൂടെ, നിങ്ങൾക്ക്  വാക്സിനേഷന് വേണ്ടി സ്ഥലവും സമയവും മുന്‍കൂട്ടി തീരുമാനിക്കാം. രജിസ്ട്രേഷൻ പോർട്ടലിൽ നൽകിയിരിക്കുന്ന, പൗരന്റെ പ്രായത്തിനനുസരിച്ച് വാക്സിനേഷൻ അനുവദിച്ചിട്ടുള്ള  വാക്സിനേഷൻ കേന്ദ്രങ്ങൾ അവിടെ കാണിക്കും. "
What are the options if one citizen is aged 45 or above and other is aged 18 or above?,"ഒരു പൗരന്‍ 45വയസോ അതിൽ കൂടുതലോ പ്രായമുള്ളയാളും, മറ്റൊരാൾ 18വയസോ അതിൽ കൂടുതലോ പ്രായമുള്ള ആളുമാണെങ്കില്‍,  എന്തൊക്കെയാണ് ലഭ്യമായ മാര്‍ഗങ്ങള്‍? "
"If one citizen is aged 45 or above and other citizen is aged 18 to 44 years and both want to schedule a combined appointment, then only private paid vaccination centres or vaccination centres as per StateÃ¢â‚¬â„¢s policy will be made available. However, it may happen that some hospitals which are catering to people with 45 years or more may not allow the booking of appointments for people with lesser age. In that case you may make bookings one by one.","ഒരു പൗരന്‍ 45വയസോ അതിൽ കൂടുതലോ പ്രായമുള്ളയാളും, മറ്റൊരാൾ 18വയസോ അതിൽ കൂടുതലോ പ്രായമുള്ള ആളുമാണ്, അവരിരുവരും സംയോജിതമായി  വാക്സിനേഷന് വേണ്ടി സ്ഥലവും സമയവും മുന്‍കൂട്ടി തീരുമാനിക്കാൻ ആഗ്രഹിക്കുന്നു, എങ്കില്‍, പണമടച്ചുള്ള സ്വകാര്യ വാക്സിനേഷൻ കേന്ദ്രങ്ങളോ അല്ലെങ്കിൽ സംസ്ഥാനത്തിന്റെ നയം അനുസരിച്ചുള്ള വാക്സിനേഷൻ കേന്ദ്രങ്ങളോ മാത്രമേ   ലഭ്യമാക്കൂ. എന്നിരുന്നാലും, 45വയസ്സോ അതിൽ കൂടുതലോ ഉള്ള ആളുകള്‍ക്ക് വാക്സിന്‍ നല്‍കുന്ന ചില ആശുപത്രികള്‍, അതില്‍ കുറഞ്ഞ പ്രായത്തിലുള്ള ആളുകൾക്ക് സ്ഥലവും സമയവും മുന്‍കൂട്ടി തീരുമാനിച്ച് നല്‍കാനിടയില്ല. അത്തരം സന്ദർഭങ്ങളിൽ നിങ്ങൾ ഓരോരുത്തര്‍ക്കായി സ്ഥലവും സമയവും മുന്‍കൂട്ടി തീരുമാനിക്കണം. "
Can I check the vaccine being administered at each vaccination centre?,ഓരോ വാക്സിനേഷൻ കേന്ദ്രത്തിലും നൽകുന്ന വാക്സിൻ എനിക്ക് പരിശോധിക്കാന്‍ സാധിക്കുമോ?
"Yes, while scheduling an appointment for vaccination, the system will show vaccination centre names along with the name of the vaccine that will be administered in case of private hospitals. Government hospitals may not show the name of the vaccine.","അതെ, വാക്സിനേഷനായി ഒരു കൂടിക്കാഴ്ച തീരുമാനിക്കുമ്പോള്‍,  സ്വകാര്യ ആശുപത്രികളുടെ കാര്യത്തിൽ, വാക്സിനേഷൻ കേന്ദ്രത്തിന്റെ പേരുകളോടൊപ്പം, അവിടെ നല്കുന്ന വാക്സിന്റെ പേരും കാണിക്കും. സർക്കാർ ആശുപത്രികൾ, വാക്സിനുകളുടെ പേര് കാണിക്കണമെന്നില്ല."
Can I download appointment slip?,സ്ഥലവും സമയവും മുന്‍കൂട്ടി തീരുമാനിക്കുന്നതിന്റെ കുറിപ്പ് എനിക്ക് ഡൌൺലോഡ് ചെയ്യാൻ കഴിയുമോ?
"Yes, the appointment slip can be downloaded after the appointment has been scheduled.","അതെ, സ്ഥലവും സമയവും മുന്‍കൂട്ടി തീരുമാനിച്ചതിന് ശേഷം, അതിന്റെ കുറിപ്പ് ഡൗൺലോഡ് ചെയ്യാൻ കഴിയും."
How can I find the nearest vaccination centre?,ഏറ്റവും അടുത്തുള്ള വാക്സിനേഷൻ കേന്ദ്രം എനിക്ക് എങ്ങനെ കണ്ടെത്താനാകും?
You can search in Co-WIN portal (or Aarogya Setu) for the vaccination centre nearest to your location by either searching through PIN code or by choosing the State and the District.,"ഒന്നുകിൽ പിൻ കോഡ് വഴിയോ, അല്ലെങ്കിൽ സംസ്ഥാനവും ജില്ലയും തിരഞ്ഞെടുത്തോ, കോ-വിൻ പോർട്ടല്‍ (അല്ലെങ്കിൽ ആരോജ്യ സേതു ആപ്പ്) എന്നിവയില്‍,  നിങ്ങളുടെ സ്ഥലത്തിന് ഏറ്റവും അടുത്തുള്ള വാക്സിനേഷൻ കേന്ദ്രത്തിനായി നിങ്ങൾക്ക് തിരയാൻ കഴിയും. "
Can I reschedule my appointment?,"മുന്‍കൂട്ടി തീരുമാനിച്ച എന്റെ സ്ഥലവും സമയവും, എനിക്ക് പുനര്‍നിര്‍ണയിക്കാന്‍ കഴിയുമോ?"
"The appointment can be rescheduled at any time. In case you are not able to go for vaccination on the date of appointment, you can reschedule the appointment by clicking on â€œRescheduleâ€ tab.","മുന്‍കൂട്ടി തീരുമാനിച്ച സ്ഥലവും സമയവും, ഏത് സമയത്തും പുനര്‍നിര്‍ണയിക്കാന്‍ കഴിയും. തീരുമാനിച്ച തീയതിയില്‍ നിങ്ങൾക്ക് വാക്സിനേഷനായി പോകാൻ കഴിയുന്നില്ലെങ്കിൽ, 'റീഷെഡ്യൂള്‍', എന്ന ടാബിൽ ക്ലിക്ക് ചെയ്ത് നിങ്ങൾക്ക് സ്ഥലവും സമയവും, പുനര്‍നിര്‍ണയിക്കാന്‍ കഴിയും."
Do I have an option for cancellation of appointment?,"മുന്‍കൂട്ടി തീരുമാനിച്ച സ്ഥലവും സമയവും, റദ്ദാക്കുന്നതിന് കഴിയുമോ?"
"Yes, you can cancel an appointment already scheduled. You can also reschedule the appointment and choose another date or time slot of your convenience.","അതെ, മുന്‍കൂട്ടി തീരുമാനിച്ച സ്ഥലവും സമയവും, നിങ്ങൾക്ക് റദ്ദാക്കാനാകും. നിങ്ങളുടെ സൗകര്യത്തിന്, മറ്റൊരു തീയതി അല്ലെങ്കിൽ സമയം തിരഞ്ഞെടുത്ത്, സ്ഥലവും സമയവും, പുനര്‍നിര്‍ണയിക്കാനും നിങ്ങള്‍ക്ക് കഴിയും."
Where will I receive confirmation of date and time of vaccination?,പ്രതിരോധ കുത്തിവെയ്പിന്റെ തീയതിയുടെയും സമയത്തിന്റെയും  സ്ഥിരീകരണം എനിക്ക് എവിടെ നിന്ന് ലഭിക്കും?
"Once an appointment is scheduled, you will receive the details of the vaccination centre, date and time slot chosen for appointment in an SMS sent to your registered mobile number. You can also download the appointment slip and print it or keep it on your smart phone.","സ്ഥലവും സമയവും, മുന്‍കൂട്ടി തീരുമാനിച്ച് കഴിഞ്ഞാൽ, പ്രതിരോധ കുത്തിവയ്പ്പ് കേന്ദ്രത്തിന്റെ വിശദാംശങ്ങൾ, തിരഞ്ഞെടുത്ത തീയതിയും സമയവുമടക്കം, ഒരു എസ് എം എസിലൂടെ, രജിസ്റ്റർ ചെയ്ത നിങ്ങളുടെ മൊബൈൽ നമ്പറിലേക്ക് അയച്ചു നല്‍കും.    ഈ വിവരങ്ങളടങ്ങിയ കുറിപ്പ്, നിങ്ങൾക്ക് ഡൗൺലോഡ് ചെയ്ത്, അച്ചടിച്ചെടുക്കാനും അല്ലെങ്കിൽ നിങ്ങളുടെ സ്മാർട്ട് ഫോണിൽ സൂക്ഷിക്കാനും കഴിയും."
Can I get vaccination without appointment?,"സ്ഥലവും സമയവും, മുന്‍കൂട്ടി തീരുമാനിക്കാതെ എനിക്ക് വാക്സിനേഷൻ ലഭിക്കുമോ?"
"Citizens aged 45 years and above can schedule appointments online or walk-in to vaccination centres. Citizens aged 18-44 years should mandatorily register themselves and schedule appointment online before vaccination. However, all citizens are recommended to register online and schedule vaccination in advance for a hassle-free vaccination experience.","45 വയസും അതിൽ കൂടുതലുമുള്ള പൗരന്മാർക്ക് ഓൺലൈനിൽ സ്ഥലവും സമയവും, മുന്‍കൂട്ടി തീരുമാനിക്കാം അല്ലെങ്കിൽ വാക്സിനേഷൻ കേന്ദ്രങ്ങളിലേക്ക് നേരെ ചെന്നും തീരുമാനിക്കാം. എന്നാല്‍, 18-44 വയസ് പ്രായമുള്ള പൗരന്മാർ നിർബന്ധമായും സ്വയം രജിസ്റ്റർ ചെയ്യുകയും വാക്സിനേഷന് മുമ്പായി ഓൺലൈനിൽസ്ഥലവും സമയവും, മുന്‍കൂട്ടി തീരുമാനിക്കുകയും വേണം. എന്നിരുന്നാലും, തടസ്സരഹിതമായ വാക്സിനേഷൻ അനുഭവത്തിന്, എല്ലാ പൗരന്മാരും ഓൺലൈനിൽ രജിസ്റ്റർ ചെയ്യാനും,  വാക്സിനേഷനുള്ള സ്ഥലവും സമയവും, മുന്‍കൂട്ടി തീരുമാനിക്കാനും  ശുപാർശ ചെയ്യുന്നു."
